Asset,Time Period,Length of Return,Candle Pattern,Value,Avg % Return Following Pattern,Avg % Return In General,Avg Volume Following Pattern,Avg Volume In General,p-value Returns,p-value Volume,Occurrences
SPY,5y,7,Closing Marubozu,-100,1.0829,0.3791,95433964.0,80942195,0.07,0.01,73
SPY,5y,7,Closing Marubozu,100,0.0936,0.4522,81029034.0,82093770,0.28,0.75,143
SPY,5y,7,Concealing Baby Swallow,100,,0.4247,,81967681,,,0
SPY,5y,7,Counterattack,-100,1.1885,0.4192,86757786.0,81954500,0.72,0.94,2
SPY,5y,7,Counterattack,100,-0.7367,0.4315,107133221.0,81895709,0.55,0.33,4
SPY,5y,7,Dark Cloud Cover,100,,0.4247,,81967681,,,0
SPY,5y,7,Doji,100,0.5795,0.3907,80277308.0,82343590,0.49,0.51,162
SPY,5y,7,Doji Star,-100,0.7336,0.425,69418985.0,82173007,0.32,0.03,19
SPY,5y,7,Doji Star,100,0.479,0.4217,84701419.0,81953082,0.94,0.61,16
SPY,5y,7,Dragonfly Doji,100,0.166,0.4228,71374696.0,82211545,0.7,0.05,24
SPY,5y,7,Engulfing Pattern,-100,1.1587,0.3965,77915950.0,82062649,0.06,0.34,50
SPY,5y,7,Engulfing Pattern,100,-0.1632,0.4436,81700552.0,82000969,0.36,0.94,39
SPY,5y,7,Evening Doji Star,100,,0.4247,,81967681,,,0
SPY,5y,7,Evening Star,100,,0.4247,,81967681,,,0
SPY,5y,7,Up/Down-gap side-by-side white lines,-100,,0.4247,,81967681,,,0
SPY,5y,7,Up/Down-gap side-by-side white lines,100,-0.6447,0.4278,91138857.0,81946528,0.26,0.67,4
SPY,5y,7,Gravestone Doji,100,-0.3618,0.4338,92096357.0,81861025,0.54,0.54,15
SPY,5y,7,Hammer,100,0.4468,0.4181,72731655.0,82095656,0.96,0.11,17
SPY,5y,7,Hanging Man,100,,0.4247,,81967681,,,0
SPY,5y,7,Harami Pattern,-100,0.6551,0.4268,82949248.0,81944119,0.62,0.82,52
SPY,5y,7,Harami Pattern,100,0.2535,0.419,76136649.0,82151144,0.76,0.21,39
SPY,5y,7,Harami Cross Pattern,100,-0.0162,0.4235,79127120.0,82010574,0.74,0.74,12
SPY,5y,7,High-Wave Candle,100,0.6575,0.412,85507174.0,81696906,0.53,0.44,77
SPY,5y,7,Hikkake Pattern,-100,0.8652,0.4029,74254911.0,82340203,0.3,0.05,50
SPY,5y,7,Hikkake Pattern,-200,2.9699,0.4029,85845414.0,81928957,0.1,0.76,8
SPY,5y,7,Hikkake Pattern,100,0.2234,0.4368,88566628.0,81775933,0.77,0.42,38
SPY,5y,7,Hikkake Pattern,200,-0.3361,0.431,79110034.0,82027674,0.36,0.83,13
SPY,5y,7,Modified Hikkake Pattern,-100,0.2475,0.4241,85289986.0,81962170,1.0,1.0,1
SPY,5y,7,Modified Hikkake Pattern,-200,,0.4247,,81967681,,,0
SPY,5y,7,Modified Hikkake Pattern,100,,0.4247,,81967681,,,0
SPY,5y,7,Modified Hikkake Pattern,200,,0.4247,,81967681,,,0
SPY,5y,7,Homing Pigeon,100,0.3716,0.4224,73043176.0,82080472,0.95,0.14,16
SPY,5y,7,Identical Three Crows,100,,0.4247,,81967681,,,0
SPY,5y,7,In-Neck Pattern,-100,-1.7604,0.4356,114195261.0,81877338,0.32,0.2,4
SPY,5y,7,In-Neck Pattern,100,,0.4247,,81967681,,,0
SPY,5y,7,Inverted Hammer,100,0.0202,0.423,86552382.0,81886257,0.63,0.64,26
SPY,5y,7,Kicking,-100,,0.4247,,81967681,,,0
SPY,5y,7,Kicking,100,,0.4247,,81967681,,,0
SPY,5y,7,Kicking - bull/bear determined by the longer marubozu,-100,,0.4247,,81967681,,,0
SPY,5y,7,Kicking - bull/bear determined by the longer marubozu,100,,0.4247,,81967681,,,0
SPY,5y,7,Ladder Bottom,100,3.5957,0.42,87841436.0,81951634,0.03,0.01,2
SPY,5y,7,Long Legged Doji,100,0.5795,0.3907,80277308.0,82343590,0.49,0.51,162
SPY,5y,7,Long Line Candle,-100,0.8972,0.3755,86010232.0,81472084,0.09,0.21,100
SPY,5y,7,Long Line Candle,-200,,0.4247,,81967681,,,0
SPY,5y,7,Long Line Candle,100,0.448,0.4136,75523638.0,82981007,0.88,0.0,171
SPY,5y,7,Long Line Candle,200,,0.4247,,81967681,,,0
SPY,5y,7,Marubozu,-100,1.8589,0.3962,88563011.0,81797667,0.02,0.27,22
SPY,5y,7,Marubozu,-200,,0.4247,,81967681,,,0
SPY,5y,7,Marubozu,100,0.4141,0.4241,78964340.0,82086730,0.98,0.53,46
SPY,5y,7,Marubozu,200,,0.4247,,81967681,,,0
SPY,5y,7,Matching Low,100,-0.4289,0.4264,65130320.0,82172134,0.07,0.0,14
SPY,5y,7,Mat Hold,-100,,0.4247,,81967681,,,0
SPY,5y,7,Mat Hold,100,,0.4247,,81967681,,,0
SPY,5y,7,Morning Doji Star,100,2.8351,0.4243,103559029.0,81951436,1.0,1.0,1
SPY,5y,7,Morning Star,100,1.1082,0.4212,101194862.0,81867719,0.32,0.35,6
SPY,5y,7,On-Neck Pattern,-100,-1.0361,0.4272,83744648.0,81966447,0.42,0.89,3
SPY,5y,7,On-Neck Pattern,100,,0.4247,,81967681,,,0
SPY,5y,7,Piercing Pattern,100,1.155,0.4186,83956573.0,81935489,0.58,0.83,8
SPY,5y,7,Rickshaw Man,100,0.8075,0.3809,78204612.0,82422106,0.13,0.15,118
SPY,5y,7,Rising/Falling Three Methods,-100,,0.4247,,81967681,,,0
SPY,5y,7,Rising/Falling Three Methods,100,,0.4247,,81967681,,,0
SPY,5y,7,Separating Lines,-100,5.8947,0.422,108025686.0,81939738,1.0,1.0,1
SPY,5y,7,Separating Lines,100,1.6954,0.4243,78817864.0,81973863,0.46,0.92,2
SPY,5y,7,Shooting Star,100,,0.4247,,81967681,,,0
SPY,5y,7,Short Line Candle,100,0.1875,0.4464,75126750.0,82604686,0.33,0.0,96
SPY,5y,7,Spinning Top,100,0.3344,0.4239,83321249.0,81821453,0.77,0.66,127
SPY,5y,7,Stalled Pattern,100,,0.4247,,81967681,,,0
SPY,5y,7,Stick Sandwich,100,3.1917,0.4229,98589993.0,81935719,0.33,0.14,2
SPY,5y,7,Takuri (Dragonfly Doji with very long lower shadow),100,0.0588,0.4239,71042821.0,82206843,0.59,0.05,23
SPY,5y,7,Tasuki Gap,-100,3.1385,0.4237,73586800.0,81971295,1.0,1.0,1
SPY,5y,7,Tasuki Gap,100,0.9022,0.4181,74995971.0,82001016,0.71,0.33,8
SPY,5y,7,Thrusting Pattern,-100,0.871,0.4211,89730370.0,81908429,0.42,0.48,10
SPY,5y,7,Thrusting Pattern,100,,0.4247,,81967681,,,0
SPY,5y,7,Tristar Pattern,-100,0.7304,0.425,72905871.0,81975488,1.0,1.0,1
SPY,5y,7,Tristar Pattern,100,-0.6048,0.4252,49148000.0,81993256,1.0,1.0,1
SPY,5y,7,Unique 3 River,100,-4.9688,0.4289,87479086.0,81965987,1.0,1.0,1
SPY,5y,7,Upside Gap Two Crows,100,,0.4247,,81967681,,,0
SPY,5y,7,Upside/Downside Gap Three Methods,-100,0.7001,0.4233,81468039.0,81971679,0.87,0.95,4
SPY,5y,7,Upside/Downside Gap Three Methods,100,4.4483,0.4216,81622300.0,81962019,1.0,1.0,1
SPY,5y,8,Two Crows,100,,0.4247,,81967681,,,0
SPY,5y,8,Three Black Crows,100,,0.4247,,81967681,,,0
SPY,5y,8,Three Inside Up/Down,-100,1.1141,0.4846,86451318.0,81907659,0.48,0.53,15
SPY,5y,8,Three Inside Up/Down,100,0.8349,0.4821,75885848.0,82056384,0.65,0.51,12
SPY,5y,8,Three-Line Strike,-100,6.6947,0.48,94721250.0,81977381,1.0,1.0,1
SPY,5y,8,Three-Line Strike,-200,,0.4837,,81989541,,,0
SPY,5y,8,Three-Line Strike,100,-2.4562,0.4848,73012762.0,81996606,1.0,1.0,1
SPY,5y,8,Three-Line Strike,200,,0.4837,,81989541,,,0
SPY,5y,8,Three Outside Up/Down,-100,0.8677,0.4626,89179117.0,81849605,0.61,0.35,21
SPY,5y,8,Three Outside Up/Down,100,-0.843,0.5036,81641844.0,82015738,0.06,0.95,20
SPY,5y,8,Three Stars In The South,100,,0.4837,,81989541,,,0
SPY,5y,8,Three Advancing White Soldiers,100,1.5201,0.4806,65761581.0,82042135,0.07,0.17,4
SPY,5y,8,Abandoned Baby,-100,,0.4837,,81989541,,,0
SPY,5y,8,Abandoned Baby,100,,0.4837,,81989541,,,0
SPY,5y,8,Advance Block,100,,0.4837,,81989541,,,0
SPY,5y,8,Belt-hold,-100,0.8656,0.4465,79652413.0,82061837,0.2,0.38,79
SPY,5y,8,Belt-hold,100,0.6015,0.4832,76753549.0,82524735,0.7,0.04,108
SPY,5y,8,Breakaway,-100,1.1202,0.4824,66871450.0,81998446,1.0,1.0,1
SPY,5y,8,Breakaway,100,,0.4837,,81989541,,,0
SPY,5y,8,Closing Marubozu,-100,1.153,0.427,94655753.0,81043644,0.08,0.01,73
SPY,5y,8,Closing Marubozu,100,0.3895,0.533,81484201.0,82086248,0.63,0.85,143
SPY,5y,8,Concealing Baby Swallow,100,,0.4837,,81989541,,,0
SPY,5y,8,Counterattack,-100,-0.4809,0.4796,86401906.0,81980130,0.17,0.94,2
SPY,5y,8,Counterattack,100,-0.325,0.489,104877153.0,81922135,0.54,0.38,4
SPY,5y,8,Dark Cloud Cover,100,,0.4837,,81989541,,,0
SPY,5y,8,Doji,100,0.6525,0.4442,80424963.0,82295604,0.47,0.55,162
SPY,5y,8,Doji Star,-100,0.9107,0.4782,69020787.0,82205432,0.33,0.02,19
SPY,5y,8,Doji Star,100,0.8108,0.4837,83917484.0,81957821,0.69,0.72,16
SPY,5y,8,Dragonfly Doji,100,0.4311,0.4856,72969101.0,82206039,0.94,0.14,24
SPY,5y,8,Engulfing Pattern,-100,1.001,0.4541,77524853.0,82129713,0.26,0.27,50
SPY,5y,8,Engulfing Pattern,100,-0.1962,0.5072,82700866.0,82018567,0.27,0.86,39
SPY,5y,8,Evening Doji Star,100,,0.4837,,81989541,,,0
SPY,5y,8,Evening Star,100,,0.4837,,81989541,,,0
SPY,5y,8,Up/Down-gap side-by-side white lines,-100,,0.4837,,81989541,,,0
SPY,5y,8,Up/Down-gap side-by-side white lines,100,0.1161,0.4892,90903762.0,81968249,0.59,0.67,4
SPY,5y,8,Gravestone Doji,100,-0.5899,0.493,92435459.0,81873718,0.49,0.53,15
SPY,5y,8,Hammer,100,0.3182,0.4777,74296253.0,82117904,0.82,0.15,17
SPY,5y,8,Hanging Man,100,,0.4837,,81989541,,,0
SPY,5y,8,Harami Pattern,-100,0.5577,0.4802,83205003.0,81949786,0.89,0.77,52
SPY,5y,8,Harami Pattern,100,0.3773,0.484,76134691.0,82187086,0.84,0.18,39
SPY,5y,8,Harami Cross Pattern,100,-0.0634,0.4871,78672644.0,82032945,0.66,0.7,12
SPY,5y,8,High-Wave Candle,100,0.8276,0.4627,85611335.0,81729581,0.32,0.42,77
SPY,5y,8,Hikkake Pattern,-100,0.9949,0.459,74498322.0,82347300,0.24,0.05,50
SPY,5y,8,Hikkake Pattern,-200,2.7115,0.4615,84291745.0,81961296,0.1,0.85,8
SPY,5y,8,Hikkake Pattern,100,0.3265,0.4974,88437843.0,81772375,0.83,0.43,38
SPY,5y,8,Hikkake Pattern,200,-0.6031,0.4896,81093011.0,82032827,0.31,0.95,13
SPY,5y,8,Modified Hikkake Pattern,-100,-0.307,0.4832,88480212.0,81985709,1.0,1.0,1
SPY,5y,8,Modified Hikkake Pattern,-200,,0.4837,,81989541,,,0
SPY,5y,8,Modified Hikkake Pattern,100,,0.4837,,81989541,,,0
SPY,5y,8,Modified Hikkake Pattern,200,,0.4837,,81989541,,,0
SPY,5y,8,Homing Pigeon,100,0.801,0.4826,72138820.0,82104421,0.66,0.09,16
SPY,5y,8,Identical Three Crows,100,,0.4837,,81989541,,,0
SPY,5y,8,In-Neck Pattern,-100,-2.295,0.4909,114159241.0,81900279,0.28,0.2,4
SPY,5y,8,In-Neck Pattern,100,,0.4837,,81989541,,,0
SPY,5y,8,Inverted Hammer,100,-0.2524,0.4839,86961695.0,81901052,0.45,0.62,26
SPY,5y,8,Kicking,-100,,0.4837,,81989541,,,0
SPY,5y,8,Kicking,100,,0.4837,,81989541,,,0
SPY,5y,8,Kicking - bull/bear determined by the longer marubozu,-100,,0.4837,,81989541,,,0
SPY,5y,8,Kicking - bull/bear determined by the longer marubozu,100,,0.4837,,81989541,,,0
SPY,5y,8,Ladder Bottom,100,3.782,0.481,86773662.0,81975813,0.0,0.28,2
SPY,5y,8,Long Legged Doji,100,0.6525,0.4442,80424963.0,82295604,0.47,0.55,162
SPY,5y,8,Long Line Candle,-100,0.8411,0.4385,85504134.0,81557069,0.26,0.27,100
SPY,5y,8,Long Line Candle,-200,,0.4837,,81989541,,,0
SPY,5y,8,Long Line Candle,100,0.5375,0.4812,75987446.0,82982485,0.81,0.0,171
SPY,5y,8,Long Line Candle,200,,0.4837,,81989541,,,0
SPY,5y,8,Marubozu,-100,1.7387,0.4544,87829112.0,81841313,0.08,0.33,22
SPY,5y,8,Marubozu,-200,,0.4837,,81989541,,,0
SPY,5y,8,Marubozu,100,0.6254,0.4887,79982542.0,82091334,0.8,0.66,46
SPY,5y,8,Marubozu,200,,0.4837,,81989541,,,0
SPY,5y,8,Matching Low,100,-0.0171,0.4894,65336976.0,82182956,0.29,0.0,14
SPY,5y,8,Mat Hold,-100,,0.4837,,81989541,,,0
SPY,5y,8,Mat Hold,100,,0.4837,,81989541,,,0
SPY,5y,8,Morning Doji Star,100,4.2705,0.4825,102074750.0,81973560,1.0,1.0,1
SPY,5y,8,Morning Star,100,2.9415,0.4802,101658315.0,81892090,0.1,0.34,6
SPY,5y,8,On-Neck Pattern,-100,-2.1314,0.4846,85265929.0,81989494,0.43,0.82,3
SPY,5y,8,On-Neck Pattern,100,,0.4837,,81989541,,,0
SPY,5y,8,Piercing Pattern,100,1.7304,0.476,83903384.0,81960199,0.36,0.84,8
SPY,5y,8,Rickshaw Man,100,0.9391,0.4337,77896724.0,82411567,0.07,0.12,118
SPY,5y,8,Rising/Falling Three Methods,-100,,0.4837,,81989541,,,0
SPY,5y,8,Rising/Falling Three Methods,100,,0.4837,,81989541,,,0
SPY,5y,8,Separating Lines,-100,6.6769,0.48,107815662.0,81963017,1.0,1.0,1
SPY,5y,8,Separating Lines,100,2.4301,0.4819,77632212.0,81996070,0.48,0.89,2
SPY,5y,8,Shooting Star,100,,0.4837,,81989541,,,0
SPY,5y,8,Short Line Candle,100,0.2227,0.5154,75049164.0,82594534,0.32,0.0,96
SPY,5y,8,Spinning Top,100,0.45,0.4804,83576624.0,81837787,0.92,0.61,127
SPY,5y,8,Stalled Pattern,100,,0.4837,,81989541,,,0
SPY,5y,8,Stick Sandwich,100,3.8698,0.4804,93693094.0,81963171,0.15,0.19,2
SPY,5y,8,Takuri (Dragonfly Doji with very long lower shadow),100,0.3648,0.4872,72858576.0,82200852,0.87,0.15,23
SPY,5y,8,Tasuki Gap,-100,3.3513,0.4821,71549975.0,81995291,1.0,1.0,1
SPY,5y,8,Tasuki Gap,100,1.2485,0.4774,73902441.0,82032523,0.56,0.24,8
SPY,5y,8,Thrusting Pattern,-100,1.2745,0.4824,89287535.0,81929537,0.17,0.5,10
SPY,5y,8,Thrusting Pattern,100,,0.4837,,81989541,,,0
SPY,5y,8,Tristar Pattern,-100,1.1603,0.4835,74177750.0,81997894,1.0,1.0,1
SPY,5y,8,Tristar Pattern,100,0.3039,0.4844,48371888.0,82016070,1.0,1.0,1
SPY,5y,8,Unique 3 River,100,-3.3521,0.4877,85427875.0,81988605,1.0,1.0,1
SPY,5y,8,Upside Gap Two Crows,100,,0.4837,,81989541,,,0
SPY,5y,8,Upside/Downside Gap Three Methods,-100,0.1063,0.4789,84173750.0,81985509,0.85,0.79,4
SPY,5y,8,Upside/Downside Gap Three Methods,100,3.8934,0.4804,79744700.0,81986059,1.0,1.0,1
SPY,5y,9,Two Crows,100,,0.4837,,81989541,,,0
SPY,5y,9,Three Black Crows,100,,0.4837,,81989541,,,0
SPY,5y,9,Three Inside Up/Down,-100,0.8772,0.5416,86892941.0,81935916,0.75,0.49,15
SPY,5y,9,Three Inside Up/Down,100,1.0444,0.5435,75782430.0,82075078,0.47,0.49,12
SPY,5y,9,Three-Line Strike,-100,6.1607,0.5395,93304644.0,81999556,1.0,1.0,1
SPY,5y,9,Three-Line Strike,-200,,0.5426,,82012323,,,0
SPY,5y,9,Three-Line Strike,100,-2.4203,0.5442,75234178.0,82018911,1.0,1.0,1
SPY,5y,9,Three-Line Strike,200,,0.5426,,82012323,,,0
SPY,5y,9,Three Outside Up/Down,-100,1.2143,0.5235,88056029.0,81871507,0.47,0.43,21
SPY,5y,9,Three Outside Up/Down,100,-0.9358,0.5643,82784234.0,82026353,0.05,0.9,20
SPY,5y,9,Three Stars In The South,100,,0.5426,,82012323,,,0
SPY,5y,9,Three Advancing White Soldiers,100,1.2037,0.5394,66222908.0,82061240,0.51,0.18,4
SPY,5y,9,Abandoned Baby,-100,,0.5426,,82012323,,,0
SPY,5y,9,Abandoned Baby,100,,0.5426,,82012323,,,0
SPY,5y,9,Advance Block,100,,0.5426,,82012323,,,0
SPY,5y,9,Belt-hold,-100,0.9123,0.5216,79369496.0,82130606,0.29,0.3,79
SPY,5y,9,Belt-hold,100,0.6348,0.5363,77258391.0,82501103,0.78,0.06,108
SPY,5y,9,Breakaway,-100,1.2708,0.5416,66292367.0,82021299,1.0,1.0,1
SPY,5y,9,Breakaway,100,,0.5426,,82012323,,,0
SPY,5y,9,Closing Marubozu,-100,1.2868,0.4851,94206487.0,81122436,0.09,0.01,73
SPY,5y,9,Closing Marubozu,100,0.2323,0.5613,81629637.0,82062795,0.37,0.9,143
SPY,5y,9,Concealing Baby Swallow,100,,0.5426,,82012323,,,0
SPY,5y,9,Counterattack,-100,-0.3513,0.5412,85309144.0,82003644,0.77,0.95,2
SPY,5y,9,Counterattack,100,-0.062,0.5467,103155392.0,81949899,0.63,0.42,4
SPY,5y,9,Dark Cloud Cover,100,,0.5426,,82012323,,,0
SPY,5y,9,Doji,100,0.5956,0.5013,80690085.0,82290787,0.75,0.61,162
SPY,5y,9,Doji Star,-100,0.7691,0.5352,70204942.0,82231776,0.61,0.03,19
SPY,5y,9,Doji Star,100,0.4751,0.5389,84568047.0,81989532,0.94,0.65,16
SPY,5y,9,Dragonfly Doji,100,0.5616,0.5404,75009120.0,82200709,0.97,0.25,24
SPY,5y,9,Engulfing Pattern,-100,1.0853,0.522,77782114.0,82171346,0.27,0.29,50
SPY,5y,9,Engulfing Pattern,100,-0.1817,0.569,83572301.0,82011255,0.3,0.69,39
SPY,5y,9,Evening Doji Star,100,,0.5426,,82012323,,,0
SPY,5y,9,Evening Star,100,,0.5426,,82012323,,,0
SPY,5y,9,Up/Down-gap side-by-side white lines,-100,,0.5426,,82012323,,,0
SPY,5y,9,Up/Down-gap side-by-side white lines,100,0.395,0.5458,90830069.0,81990859,0.7,0.66,4
SPY,5y,9,Gravestone Doji,100,-1.016,0.5553,92802092.0,81892248,0.37,0.52,15
SPY,5y,9,Hammer,100,0.295,0.5391,74460425.0,82121833,0.76,0.15,17
SPY,5y,9,Hanging Man,100,,0.5426,,82012323,,,0
SPY,5y,9,Harami Pattern,-100,0.5863,0.5458,82666198.0,81963436,0.94,0.86,52
SPY,5y,9,Harami Pattern,100,0.4733,0.5407,75783438.0,82209814,0.89,0.14,39
SPY,5y,9,Harami Cross Pattern,100,-0.0525,0.547,78704873.0,82058161,0.62,0.69,12
SPY,5y,9,High-Wave Candle,100,0.8114,0.5147,86076969.0,81749588,0.47,0.36,77
SPY,5y,9,Hikkake Pattern,-100,1.2844,0.5155,73928639.0,82348453,0.09,0.03,50
SPY,5y,9,Hikkake Pattern,-200,2.9967,0.5224,84112861.0,81993483,0.09,0.86,8
SPY,5y,9,Hikkake Pattern,100,0.3451,0.5548,88942825.0,81800502,0.8,0.39,38
SPY,5y,9,Hikkake Pattern,200,-0.0632,0.5518,81764865.0,82035895,0.49,0.98,13
SPY,5y,9,Modified Hikkake Pattern,-100,0.6431,0.5425,88522967.0,82006366,1.0,1.0,1
SPY,5y,9,Modified Hikkake Pattern,-200,,0.5426,,82012323,,,0
SPY,5y,9,Modified Hikkake Pattern,100,,0.5426,,82012323,,,0
SPY,5y,9,Modified Hikkake Pattern,200,,0.5426,,82012323,,,0
SPY,5y,9,Homing Pigeon,100,0.8311,0.5367,71729066.0,82138147,0.65,0.06,16
SPY,5y,9,Identical Three Crows,100,,0.5426,,82012323,,,0
SPY,5y,9,In-Neck Pattern,-100,-1.9788,0.5516,115068764.0,81921594,0.29,0.19,4
SPY,5y,9,In-Neck Pattern,100,,0.5426,,82012323,,,0
SPY,5y,9,Inverted Hammer,100,0.1083,0.5497,87013327.0,81915572,0.68,0.62,26
SPY,5y,9,Kicking,-100,,0.5426,,82012323,,,0
SPY,5y,9,Kicking,100,,0.5426,,82012323,,,0
SPY,5y,9,Kicking - bull/bear determined by the longer marubozu,-100,,0.5426,,82012323,,,0
SPY,5y,9,Kicking - bull/bear determined by the longer marubozu,100,,0.5426,,82012323,,,0
SPY,5y,9,Ladder Bottom,100,3.194,0.5396,86229450.0,82000626,0.03,0.06,2
SPY,5y,9,Long Legged Doji,100,0.5956,0.5013,80690085.0,82290787,0.75,0.61,162
SPY,5y,9,Long Line Candle,-100,1.0161,0.5073,85125079.0,81629822,0.16,0.32,100
SPY,5y,9,Long Line Candle,-200,,0.5426,,82012323,,,0
SPY,5y,9,Long Line Candle,100,0.512,0.5352,76238642.0,82947584,0.93,0.0,171
SPY,5y,9,Long Line Candle,200,,0.5426,,82012323,,,0
SPY,5y,9,Marubozu,-100,2.0247,0.5164,86971315.0,81879466,0.06,0.38,22
SPY,5y,9,Marubozu,-200,,0.5426,,82012323,,,0
SPY,5y,9,Marubozu,100,0.5851,0.5417,80542881.0,82081997,0.94,0.75,46
SPY,5y,9,Marubozu,200,,0.5426,,82012323,,,0
SPY,5y,9,Matching Low,100,-0.2086,0.5442,66086984.0,82203797,0.16,0.0,14
SPY,5y,9,Mat Hold,-100,,0.5426,,82012323,,,0
SPY,5y,9,Mat Hold,100,,0.5426,,82012323,,,0
SPY,5y,9,Morning Doji Star,100,4.2114,0.5402,97624333.0,81997261,1.0,1.0,1
SPY,5y,9,Morning Star,100,2.8222,0.5305,101268943.0,81913450,0.11,0.35,6
SPY,5y,9,On-Neck Pattern,-100,-1.4857,0.5463,85763807.0,82008610,0.54,0.83,3
SPY,5y,9,On-Neck Pattern,100,,0.5426,,82012323,,,0
SPY,5y,9,Piercing Pattern,100,1.5615,0.5315,84224172.0,81985263,0.41,0.8,8
SPY,5y,9,Rickshaw Man,100,0.7892,0.4849,77919716.0,82462596,0.31,0.11,118
SPY,5y,9,Rising/Falling Three Methods,-100,,0.5426,,82012323,,,0
SPY,5y,9,Rising/Falling Three Methods,100,,0.5426,,82012323,,,0
SPY,5y,9,Separating Lines,-100,6.6477,0.5383,105652789.0,81986576,1.0,1.0,1
SPY,5y,9,Separating Lines,100,2.5985,0.5397,75166328.0,82020423,0.42,0.81,2
SPY,5y,9,Shooting Star,100,,0.5426,,82012323,,,0
SPY,5y,9,Short Line Candle,100,0.3807,0.5761,75236005.0,82618488,0.56,0.0,96
SPY,5y,9,Spinning Top,100,0.4955,0.533,83792146.0,81834507,0.9,0.56,127
SPY,5y,9,Stalled Pattern,100,,0.5426,,82012323,,,0
SPY,5y,9,Stick Sandwich,100,3.8868,0.5382,89011133.0,81992923,0.17,0.31,2
SPY,5y,9,Takuri (Dragonfly Doji with very long lower shadow),100,0.4972,0.5414,75102276.0,82193274,0.94,0.28,23
SPY,5y,9,Tasuki Gap,-100,3.9205,0.5408,70021411.0,82019655,1.0,1.0,1
SPY,5y,9,Tasuki Gap,100,1.8219,0.5344,74068314.0,82061982,0.37,0.25,8
SPY,5y,9,Thrusting Pattern,-100,1.3982,0.5385,88211099.0,81955362,0.34,0.55,10
SPY,5y,9,Thrusting Pattern,100,,0.5426,,82012323,,,0
SPY,5y,9,Tristar Pattern,-100,1.5493,0.542,73158244.0,82019675,1.0,1.0,1
SPY,5y,9,Tristar Pattern,100,-0.6002,0.5425,48548867.0,82039418,1.0,1.0,1
SPY,5y,9,Unique 3 River,100,-1.6912,0.5453,83111956.0,82012480,1.0,1.0,1
SPY,5y,9,Upside Gap Two Crows,100,,0.5426,,82012323,,,0
SPY,5y,9,Upside/Downside Gap Three Methods,-100,1.1891,0.5398,84942236.0,82001268,0.67,0.73,4
SPY,5y,9,Upside/Downside Gap Three Methods,100,3.6316,0.5397,78128644.0,82010614,1.0,1.0,1
SPY,5y,10,Two Crows,100,,0.5426,,82012323,,,0
SPY,5y,10,Three Black Crows,100,,0.5426,,82012323,,,0
SPY,5y,10,Three Inside Up/Down,-100,1.3632,0.6037,86897982.0,81957349,0.53,0.48,15
SPY,5y,10,Three Inside Up/Down,100,1.1709,0.6005,79015137.0,82099725,0.4,0.71,12
SPY,5y,10,Three-Line Strike,-100,8.5398,0.5984,94004380.0,82024641,1.0,1.0,1
SPY,5y,10,Three-Line Strike,-200,,0.6011,,82036118,,,0
SPY,5y,10,Three-Line Strike,100,-2.4786,0.6027,74577220.0,82041189,1.0,1.0,1
SPY,5y,10,Three-Line Strike,200,,0.6011,,82036118,,,0
SPY,5y,10,Three Outside Up/Down,-100,1.2924,0.5771,87981467.0,81914721,0.49,0.44,21
SPY,5y,10,Three Outside Up/Down,100,-1.1113,0.6253,83949132.0,82033001,0.06,0.74,20
SPY,5y,10,Three Stars In The South,100,,0.6011,,82036118,,,0
SPY,5y,10,Three Advancing White Soldiers,100,1.3811,0.5991,66986882.0,82084145,0.52,0.2,4
SPY,5y,10,Abandoned Baby,-100,,0.6011,,82036118,,,0
SPY,5y,10,Abandoned Baby,100,,0.6011,,82036118,,,0
SPY,5y,10,Advance Block,100,,0.6011,,82036118,,,0
SPY,5y,10,Belt-hold,-100,1.011,0.5808,78953753.0,82177427,0.25,0.22,79
SPY,5y,10,Belt-hold,100,0.5292,0.5972,77269016.0,82485344,0.85,0.05,108
SPY,5y,10,Breakaway,-100,1.9285,0.6,65681140.0,82045853,1.0,1.0,1
SPY,5y,10,Breakaway,100,,0.6011,,82036118,,,0
SPY,5y,10,Closing Marubozu,-100,1.3223,0.5388,93889696.0,81182586,0.13,0.01,73
SPY,5y,10,Closing Marubozu,100,0.3116,0.6477,81371453.0,82074558,0.36,0.83,143
SPY,5y,10,Concealing Baby Swallow,100,,0.6011,,82036118,,,0
SPY,5y,10,Counterattack,-100,-0.1439,0.5996,84297090.0,82029213,0.79,0.97,2
SPY,5y,10,Counterattack,100,-0.0957,0.6045,102858728.0,81977598,0.63,0.42,4
SPY,5y,10,Dark Cloud Cover,100,,0.6011,,82036118,,,0
SPY,5y,10,Doji,100,0.6754,0.5773,80644739.0,82274080,0.73,0.59,162
SPY,5y,10,Doji Star,-100,0.867,0.5973,70025402.0,82226073,0.57,0.02,19
SPY,5y,10,Doji Star,100,0.5219,0.6026,84820904.0,82005820,0.93,0.64,16
SPY,5y,10,Dragonfly Doji,100,0.0214,0.5979,76441375.0,82179834,0.41,0.39,24
SPY,5y,10,Engulfing Pattern,-100,1.281,0.5793,77498700.0,82189416,0.23,0.25,50
SPY,5y,10,Engulfing Pattern,100,-0.2143,0.629,84247387.0,82008402,0.25,0.57,39
SPY,5y,10,Evening Doji Star,100,,0.6011,,82036118,,,0
SPY,5y,10,Evening Star,100,,0.6011,,82036118,,,0
